track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,danceability,energy,key,loudness,speechiness,liveness,valence,tempo,duration_ms,popularity_category,tempo_category,loudness_category,release_month
Scared to Be Lonely,Martin Garrix,81,Scared to Be Lonely,2017-01-27,pop,0.584,0.54,1,-7.786,0.0576,0.261,0.195,137.972,220883,Very High Popularity,Fast,Moderate,January
Friends (with BloodPop®),Justin Bieber,76,Friends (with BloodPop®),2017-08-17,pop,0.743,0.733,8,-5.337,0.0375,0.304,0.622,104.977,189467,High Popularity,Moderate,Moderate,August
RITMO (Bad Boys For Life),The Black Eyed Peas,96,RITMO (Bad Boys For Life),2019-10-12,pop,0.721,0.716,10,-7.037,0.0657,0.237,0.667,104.994,221714,Very High Popularity,Moderate,Moderate,October
Promises (with Sam Smith),Calvin Harris,84,Promises (with Sam Smith),2018-08-17,pop,0.781,0.768,11,-5.991,0.0394,0.325,0.486,123.07,213309,Very High Popularity,Fast,Moderate,August
Turn Me On (feat. Vula),Riton,86,Turn Me On (feat. Vula),2019-09-13,pop,0.737,0.828,11,-4.711,0.0396,0.0862,0.517,124.052,208474,Very High Popularity,Fast,Loud,September
Light,San Holo,68,Light,2017-02-10,pop,0.57,0.763,1,-4.137,0.0573,0.0932,0.43,150.088,239853,High Popularity,Very Fast,Loud,February
2U,David Guetta,66,2U,2017-06-09,pop,0.551,0.651,8,-5.828,0.0594,0.224,0.562,144.875,194907,High Popularity,Fast,Moderate,June
Something Just Like This,The Chainsmokers,83,Memories...Do Not Open,2017-04-07,pop,0.617,0.635,11,-6.769,0.0317,0.164,0.446,103.019,247160,Very High Popularity,Moderate,Moderate,April
One Kiss (with Dua Lipa),Calvin Harris,85,One Kiss (with Dua Lipa),2018-04-06,pop,0.791,0.862,9,-3.24,0.11,0.0814,0.592,123.994,214847,Very High Popularity,Fast,Loud,April
Heroes (we could be),Alesso,73,Forever,2015-05-26,pop,0.503,0.748,5,-4.124,0.0619,0.343,0.356,125.896,210013,High Popularity,Fast,Loud,May
It Ain’t Me (with Selena Gomez),Kygo,69,It Ain't Me,2017-02-17,pop,0.64,0.533,0,-6.596,0.0706,0.0864,0.515,99.968,220781,High Popularity,Moderate,Moderate,February
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,69,R.E.D. (Deluxe Edition),2012-01-01,pop,0.658,0.677,5,-6.628,0.0393,0.368,0.248,124.91,251627,High Popularity,Fast,Moderate,January
Let Me Love You,DJ Snake,81,Encore,2016-08-05,pop,0.649,0.716,8,-5.371,0.0349,0.135,0.163,99.988,205947,Very High Popularity,Moderate,Moderate,August
Roses,The Chainsmokers,73,Roses,2015-06-16,pop,0.713,0.802,4,-7.055,0.0561,0.309,0.343,100.001,226739,High Popularity,Moderate,Moderate,June
Latch,Disclosure,19,Settle,2013-01-01,pop,0.503,0.727,1,-5.456,0.167,0.0895,0.521,121.985,255632,Very Low Popularity,Fast,Moderate,January
Flames,David Guetta,57,7,2018-09-14,pop,0.609,0.726,5,-4.346,0.0414,0.0895,0.362,93.958,195000,Medium Popularity,Moderate,Loud,September
Sorry,Justin Bieber,81,Purpose (Deluxe),2015-11-13,pop,0.654,0.76,0,-3.669,0.045,0.299,0.41,99.945,200787,Very High Popularity,Moderate,Loud,November
This Is What You Came For,Calvin Harris,79,This Is What You Came For,2016-04-29,pop,0.63,0.928,9,-2.787,0.0331,0.148,0.465,123.963,222160,High Popularity,Fast,Loud,April
Wake Me Up,Avicii,84,True,2013-01-01,pop,0.532,0.783,2,-5.697,0.0523,0.161,0.643,124.08,247427,Very High Popularity,Fast,Moderate,January
In My Mind,Dynoro,84,In My Mind,2018-06-08,pop,0.694,0.77,6,-5.335,0.149,0.118,0.163,125.905,184560,Very High Popularity,Fast,Moderate,June
Titanium (feat. Sia),David Guetta,66,Nothing but the Beat 2.0,2011-08-26,pop,0.604,0.787,0,-3.674,0.103,0.127,0.301,126.062,245040,High Popularity,Fast,Loud,August
Where Are Ü Now,Skrillex,8,Purpose (Deluxe),2015-11-13,pop,0.432,0.74,7,-5.053,0.062,0.14,0.193,139.42,242520,Very Low Popularity,Fast,Moderate,November
Firework,Katy Perry,64,Teenage Dream,2010-01-01,pop,0.638,0.832,8,-5.039,0.049,0.113,0.648,124.071,227893,High Popularity,Fast,Moderate,January
Mi Gente (feat. Beyoncé),J Balvin,61,Mi Gente (feat. Beyoncé),2017-09-28,pop,0.759,0.716,11,-6.36,0.0818,0.231,0.469,105.009,209733,High Popularity,Moderate,Moderate,September
Don't You Worry Child - Radio Edit,Swedish House Mafia,27,Until Now,2012-01-01,pop,0.614,0.832,11,-3.419,0.0522,0.185,0.429,129.038,213169,Low Popularity,Fast,Loud,January
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,74,TROLLS (Original Motion Picture Soundtrack),2016-09-23,pop,0.669,0.832,0,-5.72,0.0682,0.0968,0.7,113.035,237547,High Popularity,Moderate,Moderate,September
Anything Could Happen,Ellie Goulding,57,Halcyon,2012-01-01,pop,0.702,0.781,0,-4.081,0.03,0.135,0.382,102.997,286322,Medium Popularity,Moderate,Loud,January
Poker Face,Lady Gaga,69,The Fame,2008-01-01,pop,0.851,0.806,4,-4.618,0.0786,0.121,0.776,119.001,237200,High Popularity,Moderate,Loud,January
How Deep Is Your Love,Calvin Harris,77,How Deep Is Your Love,2015-07-17,pop,0.738,0.868,11,-4.373,0.0731,0.388,0.336,122.003,212640,High Popularity,Fast,Loud,July
In Your Eyes (feat. Alida),Robin Schulz,74,In Your Eyes (feat. Alida),2020-01-10,pop,0.57,0.672,8,-5.89,0.0723,0.0768,0.448,120.019,208222,High Popularity,Fast,Moderate,January
Wish You Well (with Sigala),Sigala,5,Get To Know,2019-09-27,pop,0.67,0.89,5,-3.785,0.0576,0.333,0.568,124.967,206440,Very Low Popularity,Fast,Loud,September
With You - LöKii Remix,Kaskade,57,With You - The Remixes,2019-09-12,pop,0.708,0.727,9,-7.647,0.0389,0.37,0.512,120.012,231480,Medium Popularity,Fast,Moderate,September
Dive,Hot Shade,68,Dive,2019-12-20,pop,0.654,0.787,4,-4.999,0.0502,0.144,0.409,123.978,164490,High Popularity,Fast,Loud,December
No Goodbye,Paul Kalkbrenner,65,No Goodbye,2019-07-26,pop,0.945,0.584,6,-7.649,0.044,0.147,0.626,124.996,168547,High Popularity,Fast,Moderate,July
Work,MOTi,58,Work,2019-01-25,pop,0.704,0.929,0,-4.447,0.0395,0.181,0.633,126.055,155238,Medium Popularity,Fast,Loud,January
Instagram,Dimitri Vegas & Like Mike,81,Instagram,2019-07-05,pop,0.765,0.906,8,-2.097,0.0965,0.423,0.95,96.071,184558,Very High Popularity,Moderate,Loud,July
Better Off Without You (feat. Shift K3Y),Becky Hill,68,Better Off Without You (feat. Shift K3Y),2020-01-10,pop,0.682,0.855,7,-3.282,0.0401,0.101,0.304,124.004,198743,High Popularity,Fast,Loud,January
Butterfly,Molella,43,Butterfly,2019-06-21,pop,0.627,0.662,7,-7.104,0.0349,0.143,0.596,124.039,159194,Medium Popularity,Fast,Moderate,June
All The Love You Got,MOTi,57,All The Love You Got,2019-12-20,pop,0.762,0.736,7,-7.66,0.0778,0.113,0.248,126.007,165714,Medium Popularity,Fast,Moderate,December
Call You Mine - Asketa & Natan Chaim Remix,The Chainsmokers,58,Call You Mine - The Remixes,2019-07-19,pop,0.577,0.844,7,-3.364,0.0406,0.499,0.283,115.066,183653,Medium Popularity,Moderate,Loud,July
Love Is Not Enough,GATTÜSO,58,Love Is Not Enough,2019-12-19,pop,0.632,0.816,8,-4.584,0.0349,0.119,0.134,127.95,202500,Medium Popularity,Fast,Loud,December
Lose Control,MEDUZA,91,Lose Control,2019-10-11,pop,0.598,0.526,10,-8.659,0.0415,0.14,0.529,123.935,168387,Very High Popularity,Fast,Moderate,October
I Wanna Dance,Jonas Blue,67,I Wanna Dance,2019-07-19,pop,0.825,0.841,0,-6.433,0.135,0.258,0.616,126.026,184582,High Popularity,Fast,Moderate,July
After The Landslide - Club Remix,Matt Simons,42,After The Landslide (Remix),2019-09-19,pop,0.63,0.731,6,-4.985,0.0352,0.704,0.46,119.997,240000,Medium Popularity,Moderate,Loud,September
Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,70,Midnight Hour with Boys Noize & Ty Dolla $ign,2019-08-29,pop,0.795,0.899,0,-4.202,0.0685,0.199,0.329,125.978,198839,High Popularity,Fast,Loud,August
Pon de Replay,Ed Marquis,64,Pon de Replay,2017-04-28,pop,0.529,0.717,6,-7.049,0.24,0.0363,0.481,103.99,257943,High Popularity,Moderate,Moderate,April
So Close,NOTD,79,So Close (feat. Georgia Ku),2018-11-02,pop,0.7,0.872,10,-5.896,0.0666,0.103,0.761,125.03,190302,High Popularity,Fast,Moderate,November
Look Into My Eyes,Brando,48,Look Into My Eyes,2020-01-10,pop,0.791,0.541,1,-7.14,0.054,0.121,0.433,115.987,154654,Medium Popularity,Moderate,Moderate,January
Not in Control,Glaceo,53,Not in Control,2019-12-20,pop,0.904,0.633,0,-5.545,0.0958,0.163,0.492,121.995,179016,Medium Popularity,Fast,Moderate,December
BLUE,Tiësto,75,BLUE,2019-12-13,pop,0.744,0.725,11,-6.055,0.0303,0.212,0.904,118.034,167859,High Popularity,Moderate,Moderate,December
Don't Waste My Time,Kharfi,46,Don't Waste My Time,2019-11-08,pop,0.772,0.687,9,-6.348,0.211,0.834,0.59,118.116,154286,Medium Popularity,Moderate,Moderate,November
Beat Of My Heart,Lost Frequencies,67,Alive And Feeling Fine,2019-10-04,pop,0.706,0.524,6,-8.804,0.026,0.109,0.296,111.991,183183,High Popularity,Moderate,Moderate,October
Don't Start Now - Kungs Remix,Dua Lipa,65,Don't Start Now (Kungs Remix),2019-12-18,pop,0.664,0.699,11,-7.115,0.27,0.0612,0.252,122.019,216256,High Popularity,Fast,Moderate,December
Drunken Truth,Steve Void,56,The Seed EP,2019-12-20,pop,0.781,0.745,1,-4.942,0.0374,0.106,0.498,110.051,158091,Medium Popularity,Moderate,Loud,December
Jacques,Jax Jones,42,Jacques,2019-08-28,pop,0.789,0.547,9,-8.738,0.0748,0.0782,0.48,120.024,203227,Medium Popularity,Fast,Moderate,August
Something Real,Armin van Buuren,58,Balance,2019-10-25,pop,0.575,0.808,1,-4.578,0.0439,0.0693,0.232,127.922,179531,Medium Popularity,Fast,Loud,October
Stay (Don't Go Away) [feat. Raye],David Guetta,74,Stay (Don't Go Away) [feat. Raye],2019-05-09,pop,0.669,0.797,9,-5.68,0.0624,0.199,0.552,119.865,185943,High Popularity,Moderate,Moderate,May
Solid Gold,PNAU,65,Solid Gold,2019-05-02,pop,0.567,0.946,5,-2.245,0.0541,0.0836,0.295,104.983,208367,High Popularity,Moderate,Loud,May
One Life,Mike Perry,64,One Life,2019-09-27,pop,0.653,0.757,3,-3.642,0.0555,0.242,0.233,128.015,204591,High Popularity,Fast,Loud,September
All ‘Bout The Money,FAULHABER,51,All ‘Bout The Money,2019-10-18,pop,0.721,0.779,6,-4.239,0.0606,0.143,0.327,110.026,169964,Medium Popularity,Moderate,Loud,October
Never Letting Go,Audien,63,Never Letting Go,2018-11-09,pop,0.534,0.765,1,-3.151,0.0338,0.225,0.117,127.978,172520,High Popularity,Fast,Loud,November
Used To Love (with Dean Lewis),Martin Garrix,83,Used To Love (with Dean Lewis),2019-10-31,pop,0.651,0.693,4,-4.722,0.0375,0.335,0.392,118.97,236765,Very High Popularity,Moderate,Loud,October
Giulia,Prince Paris,55,Giulia,2019-11-29,pop,0.682,0.923,0,-3.273,0.0364,0.242,0.37,130.052,153231,Medium Popularity,Fast,Loud,November
What Do I Do? - Benny Benassi Remix,Georgia Ku,39,What Do I Do? (Benny Benassi Remix),2019-10-18,pop,0.66,0.827,10,-5.081,0.0789,0.0923,0.611,115.349,167249,Low Popularity,Moderate,Moderate,October
Dreams Of You (feat. Rae Morris),Icarus,48,Dreams Of You (feat. Rae Morris),2019-10-04,pop,0.57,0.965,6,-4.881,0.0348,0.201,0.148,123.008,291785,Medium Popularity,Fast,Loud,October
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),2019-12-06,pop,0.608,0.918,0,-1.137,0.0684,0.309,0.422,126.022,182000,Medium Popularity,Fast,Loud,December
Carillon (with Achille Lauro),Nahaze,64,Carillon (with Achille Lauro),2019-12-11,pop,0.561,0.562,9,-11.431,0.15,0.118,0.244,151.631,242385,High Popularity,Very Fast,Quiet,December
La Vie - Gabry Ponte Mix,DJ Ross,42,La Vie (Gabry Ponte Mix),2019-11-15,pop,0.591,0.88,4,-5.153,0.223,0.326,0.482,127.013,177638,Medium Popularity,Fast,Moderate,November
Lullaby,R3HAB,70,Lullaby,2018-01-26,pop,0.626,0.8,1,-3.988,0.035,0.0623,0.258,127.966,160184,High Popularity,Fast,Loud,January
Say It,Phantoms,57,Disconnect,2019-07-19,pop,0.745,0.8,11,-5.606,0.0361,0.113,0.314,122.008,204693,Medium Popularity,Fast,Moderate,July
All This Time,Deorro,21,All This Time,2019-07-12,pop,0.66,0.857,2,-5.219,0.321,0.119,0.233,130.069,225160,Low Popularity,Fast,Moderate,July
All You Need To Know (feat. Calle Lehmann),Gryffin,68,Gravity,2019-10-24,pop,0.53,0.729,0,-6.019,0.0376,0.103,0.219,139.929,238338,High Popularity,Fast,Moderate,October
My Friend,Yves V,54,My Friend,2019-05-31,pop,0.471,0.911,2,-4.372,0.0594,0.571,0.197,126.112,170000,Medium Popularity,Fast,Loud,May
Juliet & Romeo,Martin Solveig,72,Juliet & Romeo,2019-12-06,pop,0.712,0.664,11,-8.026,0.0345,0.0668,0.781,122.014,204514,High Popularity,Fast,Moderate,December
Are You Lonely (feat. ISÁK),Steve Aoki,47,Are You Lonely (feat. ISÁK),2019-02-22,pop,0.517,0.793,6,-5.851,0.0367,0.0892,0.176,90.06,157333,Medium Popularity,Moderate,Moderate,February
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],2019-03-01,pop,0.675,0.674,4,-6.329,0.0372,0.279,0.414,125.037,200640,Very Low Popularity,Fast,Moderate,March
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,2019-11-22,pop,0.818,0.823,11,-3.563,0.2,0.133,0.52,128.136,160794,High Popularity,Fast,Loud,November
Buzzing (with Nevve),Audien,59,Escapism,2019-11-08,pop,0.639,0.591,7,-3.905,0.0344,0.159,0.305,128.002,225000,Medium Popularity,Fast,Loud,November
Never Be Alone (feat. Aloe Blacc),David Guetta,68,Never Be Alone (feat. Aloe Blacc),2019-07-26,pop,0.535,0.906,6,-4.699,0.0353,0.0886,0.732,126.012,178671,High Popularity,Fast,Loud,July
Roses - Imanbek Remix,SAINt JHN,72,Roses (Imanbek Remix),2019-09-13,pop,0.784,0.721,8,-5.457,0.0506,0.285,0.895,121.966,176219,High Popularity,Fast,Moderate,September
Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,59,Daydreams (Sultan + Shepard Echoes Of Life Remix),2020-01-03,pop,0.669,0.793,1,-6.16,0.0403,0.555,0.159,121.995,220205,Medium Popularity,Fast,Moderate,January
Only Want You - Sam Feldt Remix,Rita Ora,64,Only Want You (Sam Feldt Remix),2019-04-05,pop,0.578,0.786,9,-4.665,0.13,0.122,0.347,105.945,179151,High Popularity,Moderate,Loud,April
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9,Close To Me (Remixes),2019-02-01,pop,0.733,0.839,1,-2.84,0.0335,0.162,0.471,126.009,223533,Very Low Popularity,Fast,Loud,February
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41,Woke Up Late (Sam Feldt Remix),2019-05-02,pop,0.63,0.726,0,-3.753,0.0978,0.108,0.499,122.055,196475,Medium Popularity,Fast,Loud,May
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],2019-09-27,pop,0.845,0.766,2,-5.727,0.0658,0.111,0.782,114.054,195924,High Popularity,Moderate,Moderate,September
Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),2019-07-05,pop,0.679,0.866,2,-3.754,0.0566,0.0688,0.441,121.927,183934,High Popularity,Fast,Loud,July
Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),2019-01-04,pop,0.657,0.882,0,-3.565,0.0456,0.112,0.179,127.994,195000,High Popularity,Fast,Loud,January
Sixteen - Don Diablo Remix,Ellie Goulding,66,Sixteen (Don Diablo Remix),2019-05-10,pop,0.493,0.773,5,-3.791,0.157,0.0807,0.301,123.149,193548,High Popularity,Fast,Loud,May
Brave,Don Diablo,68,Brave,2019-04-26,pop,0.654,0.874,6,-3.885,0.0543,0.134,0.542,119.85,184027,High Popularity,Moderate,Loud,April
Let It Be Me,Steve Aoki,23,Let It Be Me,2019-09-06,pop,0.661,0.758,7,-5.299,0.0864,0.106,0.387,114.098,224061,Low Popularity,Moderate,Moderate,September
Carry On - Nicky Romero Remix,Kygo,67,Carry On (Nicky Romero Remix),2019-05-30,pop,0.447,0.684,9,-4.721,0.09,0.478,0.437,125.655,175312,High Popularity,Fast,Loud,May
Magnets (feat. Sophie Simmons),Sam Feldt,62,Magnets (feat. Sophie Simmons),2019-05-10,pop,0.731,0.802,5,-4.763,0.0623,0.059,0.434,121.991,179016,High Popularity,Fast,Loud,May
Don't Give Up On Me,Andy Grammer,9,Don't Give Up On Me (with R3HAB),2019-04-12,pop,0.489,0.766,3,-5.84,0.0851,0.126,0.117,121.445,190645,Very Low Popularity,Fast,Moderate,April
Found Love (feat. Lovespeake),MOTi,59,Found Love (feat. Lovespeake),2019-02-15,pop,0.6,0.888,8,-4.612,0.13,0.4,0.641,126.056,157024,Medium Popularity,Fast,Loud,February
These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),2019-07-18,pop,0.687,0.707,4,-6.19,0.0328,0.16,0.607,127.033,188656,High Popularity,Fast,Moderate,July
Wherever You Go,Jonas Blue,21,Blue,2018-11-09,pop,0.711,0.724,7,-4.809,0.106,0.0389,0.478,104.048,208947,Low Popularity,Moderate,Loud,November
Happy Now,Kygo,81,Happy Now,2018-10-26,pop,0.693,0.575,9,-6.998,0.0801,0.252,0.492,117.999,211362,Very High Popularity,Moderate,Moderate,October
Roots,Valerie Broussard,69,Roots,2019-08-16,pop,0.683,0.785,7,-4.879,0.037,0.177,0.581,122.997,184564,High Popularity,Fast,Loud,August
Talk - Alle Farben Remix,Khalid,56,Talk (Alle Farben Remix),2019-04-04,pop,0.638,0.818,9,-4.517,0.05,0.107,0.489,126.015,167990,Medium Popularity,Fast,Loud,April
All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,All The Lies (Remixes),2019-07-19,pop,0.707,0.806,6,-4.777,0.175,0.366,0.634,119.972,163000,Medium Popularity,Moderate,Loud,July
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),2019-01-11,pop,0.59,0.888,5,-2.851,0.0765,0.487,0.288,126.094,185714,Medium Popularity,Fast,Loud,January
Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),2019-05-31,pop,0.632,0.574,4,-8.584,0.053,0.215,0.557,125.989,201905,Low Popularity,Fast,Moderate,May
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,Can We Pretend (feat. Cash Cash) [Sigala Remix],2019-06-28,pop,0.703,0.879,1,-4.514,0.177,0.315,0.542,124.972,183360,Medium Popularity,Fast,Loud,June
Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,2019-09-27,pop,0.79,0.746,9,-5.96,0.0502,0.316,0.538,124.971,212280,High Popularity,Fast,Moderate,September
Insomnia - King Arthur Remix,Daya,63,Insomnia (King Arthur Remix),2019-05-17,pop,0.733,0.718,4,-7.149,0.0376,0.33,0.206,122.993,176098,High Popularity,Fast,Moderate,May
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,Don't Worry Bout Me (Rudimental Remix),2019-04-24,pop,0.728,0.848,5,-6.248,0.185,0.118,0.612,124.993,193137,High Popularity,Fast,Moderate,April
I Miss Myself - R3HAB Remix,NOTD,56,I Miss Myself (R3HAB Remix),2019-06-07,pop,0.502,0.78,0,-4.547,0.244,0.72,0.607,122.688,183341,Medium Popularity,Fast,Loud,June
You Deserve Better - Andrelli Remix,James Arthur,53,You Deserve Better (Andrelli Remix),2018-06-29,pop,0.685,0.712,6,-4.302,0.0894,0.047,0.483,114.989,196493,Medium Popularity,Moderate,Loud,June
Remember (with ZOHARA),Gryffin,11,Remember (with ZOHARA),2018-10-26,pop,0.62,0.906,11,-3.638,0.0627,0.183,0.398,123.047,221773,Very Low Popularity,Fast,Loud,October
REMEDY,Alesso,77,REMEDY,2018-08-31,pop,0.601,0.775,0,-4.612,0.0473,0.0883,0.483,119.964,190295,High Popularity,Moderate,Loud,August
Leave,Borgeous,56,Leave,2019-01-25,pop,0.762,0.665,11,-6.92,0.0471,0.103,0.961,115.946,193640,Medium Popularity,Moderate,Moderate,January
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019-03-08,pop,0.684,0.95,1,-2.588,0.0809,0.105,0.436,125.974,156168,High Popularity,Fast,Loud,March
I'm Not Sorry,Hardwell,34,I'm Not Sorry,2019-03-08,pop,0.65,0.819,4,-3.811,0.0551,0.0772,0.351,128.09,186094,Low Popularity,Fast,Loud,March
Tequila - Robin Schulz Remix,Dan + Shay,54,Tequila (Robin Schulz Remix),2019-03-21,pop,0.448,0.836,11,-6.495,0.0809,0.427,0.482,122.899,170103,Medium Popularity,Fast,Moderate,March
Happier - Frank Walker Remix,Marshmello,51,Happier (Remixes),2018-10-19,pop,0.712,0.646,5,-4.23,0.182,0.123,0.607,104.998,196571,Medium Popularity,Moderate,Loud,October
Sing It With Me - Embody Remix,JP Cooper,50,Sing It With Me (Embody Remix),2019-06-21,pop,0.674,0.854,5,-5.253,0.115,0.379,0.503,111.969,180571,Medium Popularity,Moderate,Moderate,June
Thursday - Nicky Romero Remix,Jess Glynne,52,Thursday (Nicky Romero Remix),2018-12-07,pop,0.739,0.622,11,-5.382,0.0394,0.0508,0.615,119.992,217804,Medium Popularity,Moderate,Moderate,December
Better When You're Gone,David Guetta,76,Better When You're Gone,2019-02-08,pop,0.647,0.795,1,-3.548,0.0372,0.188,0.409,127.992,192402,High Popularity,Fast,Loud,February
Wish You Well,Sigala,75,Wish You Well,2019-05-24,pop,0.669,0.895,5,-3.787,0.0575,0.297,0.576,124.964,205653,High Popularity,Fast,Loud,May
Only When It Rains,Frank Walker,52,Only When It Rains,2019-03-29,pop,0.792,0.724,11,-5.108,0.0362,0.0911,0.429,109.984,169000,Medium Popularity,Moderate,Moderate,March
Mad Love - Blinkie Remix,Mabel,62,Mad Love (Remixes),2019-07-05,pop,0.706,0.931,0,-3.053,0.0456,0.146,0.465,123.012,200893,High Popularity,Fast,Loud,July
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,Sweet but Psycho (Remixes),2018-08-16,pop,0.645,0.795,1,-5.439,0.0343,0.089,0.424,127.959,226875,High Popularity,Fast,Moderate,August
Better Day (feat. Aloe Blacc),Young Bombs,62,Better Day (feat. Aloe Blacc),2019-11-01,pop,0.662,0.823,9,-4.7,0.0971,0.0833,0.435,118.958,191786,High Popularity,Moderate,Loud,November
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,Rescue Me (with BUNT.) [BUNT. Remix],2019-08-02,pop,0.673,0.885,11,-3.574,0.0569,0.184,0.704,121.082,174545,Very Low Popularity,Fast,Loud,August
Discovery,Syn Cole,55,Discovery,2019-05-31,pop,0.516,0.857,0,-3.432,0.0463,0.264,0.448,127.949,198750,Medium Popularity,Fast,Loud,May
With You - Frank Walker Remix,Tyler Shaw,49,With You (Frank Walker Remix),2019-02-01,pop,0.686,0.613,2,-5.614,0.069,0.251,0.452,104.988,206875,Medium Popularity,Moderate,Moderate,February
